batch_size,learning_rate,seed,epoch,train_loss,train_accuracy,test_accuracy,epoch_time
64,0.6,1,1,0.21722598101689988,93.28166666666667,98.25,290.9143023490906
64,0.6,1,2,0.07527017480009554,98.02166666666666,98.9,251.1383192539215
64,0.6,1,3,0.06207789632661056,98.47,98.95,116.18523645401001
64,0.6,1,4,0.04992734323264218,98.8,99.06,113.63703465461731
64,0.6,1,5,0.044440093456641246,98.89833333333333,99.13,116.10215783119202
64,0.6,1,6,0.03934528219813681,99.04,99.27,115.15943646430969
64,0.6,1,7,0.03393010520439539,99.17166666666667,99.34,115.77419781684875
64,0.6,1,8,0.031256488452486,99.24166666666666,99.17,130.34786868095398
64,0.6,1,9,0.026443551487863266,99.35166666666667,99.33,325.9167408943176
64,0.6,1,10,0.023506335023131417,99.43666666666667,99.31,445.4288880825043
64,0.6,1,11,0.02333838978735002,99.43833333333333,99.26,448.178270816803
64,0.6,1,12,0.021143695411033062,99.485,99.31,444.0618643760681
64,0.6,1,13,0.02112338053584222,99.45666666666666,99.23,448.24867248535156
64,0.6,1,14,0.019386864363808765,99.52333333333333,99.34,215.80286049842834
64,0.6,1,15,0.018459283051559583,99.53833333333333,99.35,137.92315578460693
,,,Average,,,,247.65460042953492
