batch_size,learning_rate,seed,epoch,train_loss,train_accuracy,test_accuracy,epoch_time
128,0.6,1,1,0.26068821713166523,91.86333333333333,98.19,57.66624855995178
128,0.6,1,2,0.07005830989106929,98.08166666666666,98.73,115.98671960830688
128,0.6,1,3,0.05299394959706127,98.61,98.78,110.52639698982239
128,0.6,1,4,0.04510881822515813,98.80666666666667,98.31,100.98229742050171
128,0.6,1,5,0.037801467314729456,99.04333333333334,99.01,101.68563485145569
128,0.6,1,6,0.03234962374494753,99.15166666666667,98.88,100.96114754676819
128,0.6,1,7,0.030700990704898973,99.205,99.16,101.82388591766357
128,0.6,1,8,0.0265279226080164,99.28666666666666,98.89,102.2356607913971
128,0.6,1,9,0.023411461783378735,99.38666666666667,99.22,101.580233335495
128,0.6,1,10,0.019719071617703175,99.47166666666666,99.18,98.26888942718506
128,0.6,1,11,0.018616679575678773,99.49833333333333,99.14,97.74858856201172
128,0.6,1,12,0.01636520235238808,99.55666666666667,99.29,98.83157563209534
128,0.6,1,13,0.016324103634545607,99.54333333333334,99.25,75.75436735153198
128,0.6,1,14,0.014229839646509038,99.6,99.31,62.99539637565613
128,0.6,1,15,0.014576638225549504,99.605,99.34,63.03157448768616
,,,Average,,,,92.67190779050192
