batch_size,learning_rate,seed,epoch,train_loss,train_accuracy,test_accuracy,epoch_time
256,0.2,1,1,0.2688019971283985,91.45666666666666,98.44,131.08446407318115
256,0.2,1,2,0.05602210152403828,98.29833333333333,98.79,162.100923538208
256,0.2,1,3,0.04098190451635325,98.79333333333334,98.44,140.64333176612854
256,0.2,1,4,0.03223811444402871,99.01833333333333,99.13,135.1069459915161
256,0.2,1,5,0.028380769871774705,99.165,99.28,139.2342312335968
256,0.2,1,6,0.02260099620882798,99.35333333333334,98.84,139.66909193992615
256,0.2,1,7,0.02036930687225206,99.39,99.05,137.55393028259277
256,0.2,1,8,0.018297766353529407,99.44166666666666,99.35,138.54223322868347
256,0.2,1,9,0.017614026988009387,99.475,99.28,140.6361038684845
256,0.2,1,10,0.014003527011973734,99.63166666666666,99.21,135.75207829475403
256,0.2,1,11,0.012676660675169068,99.63666666666667,99.2,135.91145420074463
256,0.2,1,12,0.012216402329083413,99.61666666666666,97.28,141.9749791622162
256,0.2,1,13,0.010230072352002954,99.69,99.41,138.98281931877136
256,0.2,1,14,0.010194948613810838,99.71333333333334,99.24,137.21924948692322
256,0.2,1,15,0.00842692537601366,99.73166666666667,99.3,144.188978433609
,,,Average,,,,139.90672098795574
