batch_size,learning_rate,seed,epoch,train_loss,train_accuracy,test_accuracy,epoch_time
64,0.2,1,1,0.16061849633722708,94.915,98.8,311.67086386680603
64,0.2,1,2,0.05146053949314696,98.435,98.96,193.773854970932
64,0.2,1,3,0.03988141403491728,98.88666666666667,99.17,115.17385530471802
64,0.2,1,4,0.0323055295501715,99.11,99.1,114.48782157897949
64,0.2,1,5,0.02866088048971906,99.20166666666667,99.21,116.39316439628601
64,0.2,1,6,0.024113580018051212,99.33833333333334,99.09,115.4766526222229
64,0.2,1,7,0.023229047032599436,99.38666666666667,99.31,117.64646649360657
64,0.2,1,8,0.02130797505077549,99.37333333333333,99.43,132.21820449829102
64,0.2,1,9,0.018802154740024696,99.49,99.32,411.83561730384827
64,0.2,1,10,0.01655772559099634,99.54,99.2,442.20697259902954
64,0.2,1,11,0.014913430159979672,99.58,99.31,449.898943901062
64,0.2,1,12,0.014099716262621124,99.56166666666667,99.33,449.0508642196655
64,0.2,1,13,0.01284402264408067,99.63666666666667,99.23,446.6600887775421
64,0.2,1,14,0.01125612018817013,99.685,99.41,134.20292234420776
64,0.2,1,15,0.01079461451996298,99.715,98.97,130.59653782844543
,,,Average,,,,245.41952204704285
