batch_size,learning_rate,seed,epoch,train_loss,train_accuracy,test_accuracy,epoch_time
256,0.2,1,1,0.4932350682292847,85.14333333333333,96.96,11.860041379928589
256,0.2,1,2,0.17664150803330098,94.89,98.0,11.865446090698242
256,0.2,1,3,0.13838848352749297,95.99666666666667,98.11,14.000492095947266
256,0.2,1,4,0.12127512953382857,96.45,98.47,20.076701879501343
256,0.2,1,5,0.10741838661438607,96.91,98.57,21.808602333068848
256,0.2,1,6,0.09457383132044306,97.22166666666666,98.5,28.61383318901062
256,0.2,1,7,0.0880821040494645,97.40166666666667,98.62,36.40845966339111
256,0.2,1,8,0.08607211912724566,97.51333333333334,98.71,40.64836096763611
256,0.2,1,9,0.08182016202902541,97.67333333333333,98.76,41.690025329589844
256,0.2,1,10,0.07972791982775039,97.67,98.64,41.48208165168762
256,0.2,1,11,0.07436061275607728,97.81166666666667,98.74,41.16808748245239
256,0.2,1,12,0.07400556038866969,97.86666666666666,98.89,41.60399293899536
256,0.2,1,13,0.07112789499632856,97.91,98.83,46.106693267822266
256,0.2,1,14,0.06963167998622706,97.97166666666666,98.66,41.683549642562866
256,0.2,1,15,0.06645080346931169,98.04666666666667,98.76,44.02249574661255
,,,Average,,,,32.20259091059367
