batch_size,learning_rate,seed,epoch,train_loss,train_accuracy,test_accuracy,epoch_time
128,0.6,1,1,0.32213896664498903,90.18833333333333,97.92,36.734583139419556
128,0.6,1,2,0.1401619452006146,95.91,98.4,50.44935154914856
128,0.6,1,3,0.1129301083363545,96.69166666666666,98.46,58.26485300064087
128,0.6,1,4,0.10169283492164984,97.09166666666667,98.65,58.47398257255554
128,0.6,1,5,0.09198294190574748,97.28166666666667,98.61,57.37842535972595
128,0.6,1,6,0.08725623341440074,97.45166666666667,98.72,49.53001379966736
128,0.6,1,7,0.08369554069115599,97.60833333333333,98.63,48.018333196640015
128,0.6,1,8,0.08086051381349976,97.665,98.79,49.29461336135864
128,0.6,1,9,0.07912106028046094,97.69666666666667,98.77,49.15092182159424
128,0.6,1,10,0.07696977027454602,97.77166666666666,98.8,48.1376838684082
128,0.6,1,11,0.07653113945162912,97.84166666666667,98.73,48.59722423553467
128,0.6,1,12,0.07174252916220775,97.93,98.83,47.57013916969299
128,0.6,1,13,0.0734623525222676,97.85666666666667,98.82,42.18972730636597
128,0.6,1,14,0.06841250425497535,98.02333333333333,98.85,31.174978494644165
128,0.6,1,15,0.06940951854584297,97.95,98.75,29.72929358482361
,,,Average,,,,46.97960829734802
